subjID	trial	cue	keyPressed	outcome	rt
1	167	3	1	0	1.032985
1	168	2	1	-1	1.076877
1	169	4	1	-1	1.099583
1	170	2	1	-1	1.488327
1	171	2	0	-1	1.288366
1	172	4	0	-1	0.8550726
1	173	3	1	0	1.09937
1	174	3	1	0	1.021576
1	175	4	0	0	1.399527
1	176	2	0	0	1.421651
1	177	1	0	0	1.355006
1	178	2	1	-1	1.066199
1	179	2	0	0	1.199245
1	180	1	0	-1	1.344197
1	181	2	1	-1	2.043195
1	182	3	0	-1	1.266445
1	183	2	0	0	1.267151
1	184	1	1	-1	1.17748
1	185	3	1	-1	1.521834
1	186	4	0	-1	1.088406
1	187	3	0	-1	1.509882
1	188	3	1	-1	1.221947
1	189	4	1	-1	0.8550485
1	190	1	1	0	1.121352
1	191	2	0	0	0.9770103
1	192	2	0	0	1.132889
1	193	4	0	0	1.088676
1	194	4	0	0	0.8996423
1	195	3	1	0	1.21061
1	196	1	0	-1	1.354795
1	197	3	1	0	1.177108
1	198	1	1	-1	1.177349
1	199	4	0	-1	0.8775873
1	200	3	0	-1	1.509963
1	201	3	1	0	0.9663849
1	202	1	1	0	1.12164
1	203	4	1	-1	0.9660699
1	204	2	1	-1	1.188433
1	205	3	1	0	1.132337
1	206	4	1	-1	1.021814
1	207	2	0	0	1.510388
1	208	4	0	0	0.8107447
1	209	3	0	0	1.365823
1	210	2	1	-1	1.122075
1	211	2	0	-1	1.454855
1	212	2	0	-1	0.955182
1	213	1	1	0	1.155152
1	214	4	0	0	1.221705
1	215	4	0	0	0.9659485
1	216	3	0	-1	1.510597
1	217	3	1	0	1.032639
1	218	4	0	0	1.021622
1	219	1	0	0	1.432841
1	220	3	0	-1	1.499289
1	221	2	1	-1	1.099667
1	222	1	1	0	1.210647
1	223	1	1	0	1.221524
1	224	1	1	0	1.29815
1	225	4	0	0	1.055177
1	226	4	0	0	0.9105107
1	227	2	0	-1	1.321324
1	228	1	0	-1	1.787765
1	229	3	1	0	1.055043
1	230	1	1	-1	0.9883015
1	231	1	1	0	1.266112
1	232	1	0	0	1.299294
1	233	2	0	0	1.788397
1	234	3	1	-1	1.32172
1	235	4	0	0	0.9659896
1	236	2	1	-1	1.588196
1	237	1	0	-1	1.410438
1	238	2	0	0	1.688172
1	239	4	0	0	1.188561
1	240	2	0	0	1.532624
2	1	3	0	-1	0.9106086
2	2	4	0	-1	1.256202
2	3	4	1	-1	1.51056
2	4	2	0	0	1.066378
2	5	3	1	0	1.177373
2	6	4	1	0	1.266242
2	7	4	1	-1	1.233017
2	8	2	0	0	1.077724
2	9	1	1	0	1.688136
2	10	4	0	0	1.221806
2	11	3	1	-1	1.41018
2	12	4	1	0	1.488384
2	13	4	0	0	1.221707
2	14	2	0	0	1.010896
2	15	1	1	0	1.032896
2	16	3	1	0	1.243984
2	17	2	0	-1	1.010429
2	18	3	1	-1	1.277086
2	19	1	1	0	1.42167
2	20	3	1	-1	1.210569
2	21	2	0	0	1.04389
2	22	4	1	0	1.69814
2	23	1	1	-1	1.410518
2	24	3	0	-1	0.8889864
2	25	3	1	-1	1.654678
2	26	3	0	0	0.9995003
2	27	1	1	0	1.132721
2	28	4	1	0	1.699265
2	29	2	0	-1	0.9664307
2	30	1	1	0	1.277346
2	31	4	1	-1	1.588401
2	32	3	0	0	1.288233
2	33	2	1	-1	1.310477
2	34	3	1	-1	1.699378
2	35	4	0	0	1.575674
2	36	2	0	0	1.221745
2	37	2	1	0	1.821314
2	38	1	1	0	1.832502
2	39	4	0	-1	1.232475
2	40	4	1	0	2.510252
2	41	1	1	0	1.710203
2	42	3	1	0	1.965839
2	43	3	1	0	2.509884
2	44	2	0	0	1.399439
2	45	1	1	0	2.06584
2	46	2	0	0	1.088601
2	47	3	1	-1	2.010284
2	48	3	1	-1	1.810364
2	49	2	0	0	0.9439918
2	50	1	1	0	1.232885
2	51	1	1	0	1.24438
2	52	4	0	-1	1.232636
2	53	1	1	0	1.177346
2	54	2	0	0	0.8884426
2	55	1	1	-1	1.232702
2	56	2	0	0	1.110564
2	57	4	1	0	2.143231
2	58	1	1	0	1.289
2	59	1	1	-1	1.199371
2	60	2	0	0	0.9998098
2	61	4	1	-1	2.510072
2	62	4	0	0	1.45496
2	63	4	0	-1	1.076396
2	64	3	1	0	1.466102
2	65	3	1	-1	2.010131
2	66	2	0	0	0.9220445
2	67	1	1	0	1.521492
2	68	2	0	0	0.9664521
2	69	2	0	0	0.9108674
2	70	4	0	-1	1.632525
2	71	1	1	0	1.288396
2	72	4	1	-1	1.754762
2	73	1	1	0	1.188147
2	74	4	0	-1	0.8330547
2	75	2	0	0	0.8325729
2	76	1	1	0	1.043874
2	77	3	1	0	1.288295
2	78	2	0	0	0.8553238
2	79	3	1	0	1.310858
2	80	3	1	0	1.299675
2	81	1	1	0	1.477034
2	82	4	0	0	0.8553945
2	83	4	0	0	0.8772755
2	84	2	0	-1	0.988472
2	85	1	1	-1	1.066094
2	86	3	1	-1	1.676973
2	87	2	0	0	0.7885216
2	88	1	1	0	1.199204
2	89	3	1	-1	1.266257
2	90	2	0	0	0.8661474
2	91	4	1	0	0.9773444
2	92	2	0	-1	1.154601
2	93	1	1	0	0.9993836
2	94	2	0	0	0.8331164
2	95	1	1	0	1.199583
2	96	1	1	0	0.9664925
2	97	4	0	0	0.9886246
2	98	1	1	0	1.31049
2	99	3	1	-1	1.332612
2	100	2	0	-1	0.8664623
2	101	2	0	0	0.7998435
2	102	4	0	-1	1.432969
2	103	4	1	0	1.444106
2	104	1	1	0	1.099424
2	105	4	1	-1	1.188364
2	106	2	0	0	0.9445211
2	107	1	1	-1	1.144131
2	108	3	1	0	1.787899
2	109	4	0	-1	1.276966
2	110	3	1	-1	2.032449
2	111	1	1	-1	1.010759
2	112	3	1	-1	1.588253
2	113	1	1	0	1.555179
2	114	3	0	0	1.277145
2	115	4	0	0	1.143988
2	116	3	1	0	2.51007
2	117	3	1	0	2.510176
2	118	3	1	-1	2.376509
2	119	2	0	0	0.8996419
2	120	2	0	0	0.8888105
2	121	3	1	0	1.788224
2	122	4	0	0	1.366024
2	123	3	1	0	2.509782
2	124	2	0	0	0.8103356
2	125	1	1	-1	2.510182
2	126	3	1	0	2.509965
2	127	3	1	0	2.509855
2	128	3	1	0	2.510179
2	129	2	0	0	0.999531
2	130	4	0	0	1.19937
2	131	1	1	0	1.055007
2	132	2	0	0	0.7887034
2	133	1	1	0	0.999649
2	134	3	1	-1	1.110557
2	135	2	0	0	0.8215092
2	136	3	1	-1	1.0661
2	137	1	1	0	0.9323888
2	138	4	0	0	0.9104109
2	139	4	0	-1	0.7883878
2	140	1	1	0	0.9772052
2	141	4	0	0	0.8551955
2	142	1	1	-1	1.010993
2	143	4	0	0	1.01082
2	144	3	1	0	1.043736
2	145	3	1	0	0.9554017
2	146	1	1	0	0.9997417
2	147	1	1	0	0.855076
2	148	4	0	-1	0.8550122
2	149	2	0	0	0.9219553
2	150	2	0	-1	0.7438566
2	151	4	0	0	0.8552069
2	152	4	0	0	0.7106588
2	153	1	1	0	0.9107496
2	154	2	0	0	0.688724
2	155	1	1	0	1.010588
2	156	3	1	0	1.021967
2	157	4	0	0	0.955247
2	158	4	0	0	0.6995159
2	159	1	1	-1	0.9548587
2	160	1	1	0	0.8108042
2	161	2	0	-1	0.6886965
2	162	3	1	-1	0.8107356
2	163	2	0	0	0.710699
2	164	4	0	0	0.9217165
2	165	1	1	0	0.8219677
2	166	3	1	0	0.9665821
2	167	3	1	0	0.833024
2	168	2	0	0	0.7769281
2	169	4	0	0	0.7551954
2	170	2	0	0	0.6995478
2	171	2	0	-1	0.7884113
2	172	4	0	-1	0.7884957
2	173	3	1	0	0.9218898
2	174	3	1	0	0.7772804
2	175	4	0	0	0.9329972
2	176	2	0	0	0.7668322
2	177	1	1	0	0.843979
2	178	2	0	0	0.6883174
2	179	2	0	0	0.6225147
2	180	1	1	0	1.04412
2	181	2	0	0	0.9110106
2	182	3	1	0	0.9771188
2	183	2	0	0	0.7662361
2	184	1	1	-1	0.7772387
2	185	3	1	-1	0.8885725
2	186	4	0	-1	0.755141
2	187	3	1	0	0.7552665
2	188	3	1	-1	0.7664611
2	189	4	0	0	0.8326733
2	190	1	1	0	0.8554225
2	191	2	0	0	0.7660286
2	192	2	0	0	0.8996617
2	193	4	0	0	0.9655264
2	194	4	0	0	0.7330975
2	195	3	1	0	0.9550582
2	196	1	1	0	0.9995145
2	197	3	1	0	0.8219563
2	198	1	1	-1	0.8993486
2	199	4	0	-1	0.7552444
2	200	3	1	0	0.8331262
2	201	3	1	0	0.7441811
2	202	1	1	0	0.9222811
2	203	4	0	-1	0.6886492
2	204	2	0	0	0.8109502
2	205	3	1	0	0.8219361
2	206	4	0	0	0.9105452
2	207	2	0	0	0.7107978
2	208	4	0	0	0.5441973
2	209	3	1	0	0.7664744
2	210	2	0	0	0.7108279
2	211	2	0	-1	0.6883867
2	212	2	0	-1	0.6553094
2	213	1	1	0	0.7330533
2	214	4	0	0	0.7552522
2	215	4	0	0	0.6884858
2	216	3	1	0	0.9107491
2	217	3	1	0	0.7441424
2	218	4	0	0	0.6774149
2	219	1	1	0	0.733052
2	220	3	0	-1	1.066712
2	221	2	0	0	0.6433686
2	222	1	1	0	0.8769507
2	223	1	1	0	0.7107518
2	224	1	1	0	0.6551502
2	225	4	0	0	0.8550477
2	226	4	0	0	0.8550743
2	227	2	0	-1	0.7219914
2	228	1	1	0	0.8216515
2	229	3	1	0	0.9329035
2	230	1	1	-1	0.8994192
2	231	1	1	0	0.6887201
2	232	1	1	0	0.5774541
2	233	2	0	0	0.6884206
2	234	3	1	-1	0.8109555
2	235	4	0	0	0.7551603
2	236	2	0	0	0.6776406
2	237	1	1	0	0.7996816
2	238	2	0	0	0.6997793
2	239	4	0	0	0.7550693
2	240	2	0	0	0.7664902
3	1	3	1	0	2.510076
3	2	4	0	-1	2.498586
3	3	4	0	0	1.177147
3	4	2	0	0	1.299573
3	5	3	1	0	1.709992
3	6	4	0	-1	0.5665215
3	7	4	0	-1	0.9223685
3	8	2	0	0	1.377254
3	9	1	1	0	1.955092
3	10	4	1	-1	1.354706
3	11	3	1	-1	2.065973
3	12	4	0	0	1.254614
3	13	4	0	0	1.055058
3	14	2	0	0	1.421428
3	15	1	0	-1	2.288183
3	16	3	0	-1	1.976889
3	17	2	0	-1	1.177251
3	18	3	0	-1	2.509974
3	19	1	1	0	1.532472
3	20	3	1	-1	1.731756
3	21	2	0	0	1.332522
3	22	4	0	-1	2.376848
3	23	1	1	-1	1.66582
3	24	3	1	0	2.509762
3	25	3	1	-1	1.598053
3	26	3	1	-1	2.121281
3	27	1	1	0	2.51034
3	28	4	0	0	1.988042
3	29	2	0	-1	1.621646
3	30	1	0	-1	1.832513
3	31	4	1	-1	2.509952
3	32	3	0	0	2.509964
3	33	2	0	-1	2.343464
3	34	3	0	0	2.287775
3	35	4	0	0	2.510045
3	36	2	1	-1	2.510005
3	37	2	0	0	1.766102
3	38	1	0	-1	2.287824
3	39	4	0	-1	2.232273
3	40	4	0	-1	1.432801
3	41	1	1	0	2.510258
3	42	3	1	0	2.510094
3	43	3	0	-1	1.055471
3	44	2	1	-1	2.509879
3	45	1	0	-1	1.899175
3	46	2	1	0	1.888431
3	47	3	1	-1	2.176922
3	48	3	0	0	1.243873
3	49	2	0	0	2.509973
3	50	1	0	-1	2.210061
3	51	1	0	-1	2.509988
3	52	4	1	-1	1.255165
3	53	1	1	0	1.632659
3	54	2	1	0	1.277201
3	55	1	1	-1	2.132645
3	56	2	1	-1	2.287611
3	57	4	0	0	1.899352
3	58	1	0	-1	1.277327
3	59	1	1	-1	1.499327
3	60	2	1	-1	2.510002
3	61	4	0	-1	1.998907
3	62	4	1	0	1.543774
3	63	4	1	-1	0.7551152
3	64	3	1	0	2.321076
3	65	3	1	-1	1.532273
3	66	2	1	-1	1.610349
3	67	1	0	0	1.887891
3	68	2	0	0	1.64354
3	69	2	1	-1	2.410085
3	70	4	1	-1	1.999083
3	71	1	1	0	2.509629
3	72	4	0	0	1.310387
3	73	1	1	0	1.777084
3	74	4	0	-1	1.232499
3	75	2	0	0	2.165811
3	76	1	1	0	2.509979
3	77	3	1	0	2.510104
3	78	2	0	0	2.510137
3	79	3	1	0	1.81031
3	80	3	1	0	2.143692
3	81	1	1	0	1.587668
3	82	4	1	0	2.010228
3	83	4	1	0	0.8666484
3	84	2	1	-1	1.499254
3	85	1	1	-1	1.599216
3	86	3	1	-1	2.510105
3	87	2	0	0	1.010679
3	88	1	0	-1	1.876945
3	89	3	1	-1	2.510121
3	90	2	0	0	2.032483
3	91	4	0	-1	2.509875
3	92	2	1	-1	2.510227
3	93	1	0	-1	2.010111
3	94	2	1	-1	2.510133
3	95	1	0	0	2.509592
3	96	1	0	-1	1.388352
3	97	4	1	-1	2.021185
3	98	1	0	-1	2.510187
3	99	3	1	-1	2.509801
3	100	2	1	-1	1.565929
3	101	2	0	0	1.510688
3	102	4	0	-1	2.409994
3	103	4	0	-1	1.543881
3	104	1	1	0	2.187826
3	105	4	1	-1	1.16619
3	106	2	0	0	2.254532
3	107	1	1	-1	1.466109
3	108	3	1	0	2.510292
3	109	4	1	0	1.321801
3	110	3	1	-1	0.9103473
3	111	1	0	-1	1.610386
3	112	3	1	-1	1.399554
3	113	1	0	-1	1.877038
3	114	3	1	-1	2.054894
3	115	4	0	0	2.509879
3	116	3	1	0	1.510589
3	117	3	1	0	1.088135
3	118	3	1	-1	0.6994936
3	119	2	1	-1	1.688289
3	120	2	0	0	1.577379
3	121	3	1	0	2.320905
3	122	4	1	-1	1.466981
3	123	3	1	0	1.255209
3	124	2	1	-1	2.321039
3	125	1	1	-1	1.521777
3	126	3	1	0	1.388426
3	127	3	1	0	1.110579
3	128	3	1	0	0.8109849
3	129	2	0	0	1.354881
3	130	4	0	0	1.443773
3	131	1	0	0	1.154985
3	132	2	0	0	1.143732
3	133	1	0	-1	1.110664
3	134	3	1	-1	1.243903
3	135	2	1	0	1.288122
3	136	3	0	-1	1.310715
3	137	1	1	0	1.521691
3	138	4	1	-1	1.777037
3	139	4	0	-1	1.787894
3	140	1	0	-1	2.398877
3	141	4	0	0	2.509458
3	142	1	0	-1	2.232476
3	143	4	1	-1	1.888153
3	144	3	1	0	1.254959
3	145	3	1	0	0.8407198
3	146	1	1	0	0.9996131
3	147	1	1	0	1.010419
3	148	4	0	-1	2.509897
3	149	2	1	-1	1.744075
3	150	2	0	-1	1.921751
3	151	4	0	0	2.510108
3	152	4	0	0	1.888042
3	153	1	1	0	2.065812
3	154	2	1	-1	1.63276
3	155	1	1	0	1.543619
3	156	3	1	0	1.599371
3	157	4	1	-1	2.509956
3	158	4	1	-1	2.510066
3	159	1	0	-1	1.410298
3	160	1	1	0	0.9551176
3	161	2	1	-1	2.476559
3	162	3	1	-1	1.277241
3	163	2	0	0	1.343796
3	164	4	1	0	2.509873
3	165	1	1	0	1.843524
3	166	3	1	0	0.8883678
3	167	3	1	0	0.9660062
3	168	2	0	0	2.509979
3	169	4	1	-1	2.27702
3	170	2	1	-1	1.388267
3	171	2	0	-1	1.388251
3	172	4	0	-1	1.510378
3	173	3	1	0	1.032567
3	174	3	1	0	1.055304
3	175	4	0	0	2.154818
3	176	2	1	-1	1.466219
3	177	1	1	0	1.277129
3	178	2	1	-1	2.054641
3	179	2	0	0	1.155077
3	180	1	1	0	1.054461
3	181	2	0	0	1.799413
3	182	3	1	0	2.399225
3	183	2	0	0	1.299438
3	184	1	1	-1	1.85474
3	185	3	1	-1	0.6442377
3	186	4	1	-1	1.676717
3	187	3	1	0	1.166116
3	188	3	1	-1	0.8548183
3	189	4	0	0	1.932441
3	190	1	0	-1	1.366213
3	191	2	0	0	1.999229
3	192	2	0	0	1.465928
3	193	4	0	0	1.743578
3	194	4	0	0	1.954389
3	195	3	1	0	1.477134
3	196	1	1	0	0.9327019
3	197	3	1	0	1.122261
3	198	1	1	-1	0.866122
3	199	4	0	-1	1.5556
3	200	3	1	0	1.600241
3	201	3	1	0	1.033042
3	202	1	1	0	1.344131
3	203	4	0	-1	1.621169
3	204	2	1	-1	1.954727
3	205	3	1	0	1.510588
3	206	4	0	0	1.399564
3	207	2	0	0	1.78827
3	208	4	0	0	1.721519
3	209	3	1	0	1.465917
3	210	2	0	0	1.155214
3	211	2	0	-1	1.41054
3	212	2	0	-1	2.021454
3	213	1	1	0	2.443264
3	214	4	0	0	1.588173
3	215	4	0	0	1.288638
3	216	3	0	-1	2.509948
3	217	3	1	0	1.643614
3	218	4	0	0	2.510387
3	219	1	1	0	1.521183
3	220	3	1	0	2.509983
3	221	2	0	0	1.599098
3	222	1	1	0	1.521655
3	223	1	1	0	1.032936
3	224	1	1	0	0.8443796
3	225	4	0	0	0.8775287
3	226	4	0	0	1.355128
3	227	2	0	-1	2.099412
3	228	1	1	0	1.410093
3	229	3	1	0	1.155153
3	230	1	1	-1	1.043955
3	231	1	0	0	1.55461
3	232	1	0	0	1.199594
3	233	2	1	0	1.655112
3	234	3	1	-1	1.377287
3	235	4	0	0	1.366306
3	236	2	0	0	2.509939
3	237	1	1	0	2.332383
3	238	2	0	0	2.509289
3	239	4	0	0	1.677037
3	240	2	0	0	2.054704
4	1	3	1	0	1.02168
4	2	4	1	0	0.9772189
4	3	4	1	-1	0.877631
4	4	2	0	0	0.7886219
4	5	3	0	0	0.8883489
4	6	4	1	0	1.354988
4	7	4	0	-1	0.5440457
4	8	2	1	-1	1.588365
4	9	1	0	0	0.6111169
4	10	4	0	0	0.5887309
4	11	3	0	0	0.7996203
4	12	4	0	0	0.8550361
4	13	4	0	0	0.5775492
4	14	2	0	0	1.055398
4	15	1	0	-1	1.077321
4	16	3	0	-1	1.132774
4	17	2	0	-1	2.343347
4	18	3	0	-1	1.010502
4	19	1	1	0	1.066361
4	20	3	0	-1	1.464608
4	21	2	0	0	1.599207
4	22	4	1	0	1.576973
4	23	1	1	-1	0.8886591
4	24	3	0	-1	0.8999829
4	25	3	1	-1	1.088446
4	26	3	0	0	1.278888
4	27	1	1	0	0.8884002
4	28	4	0	0	0.8107693
4	29	2	1	-1	1.143717
4	30	1	0	-1	1.232748
4	31	4	0	-1	0.8214889
4	32	3	0	0	0.9770561
4	33	2	1	-1	1.177222
4	34	3	0	0	1.410503
4	35	4	0	0	1.032889
4	36	2	1	-1	0.9444031
4	37	2	0	0	1.19965
4	38	1	1	0	0.9775598
4	39	4	0	-1	0.9664294
4	40	4	1	0	1.266041
4	41	1	1	0	0.7660253
4	42	3	0	-1	0.8883173
4	43	3	1	0	0.877191
4	44	2	0	0	1.266438
4	45	1	1	0	0.7996516
4	46	2	0	0	1.19933
4	47	3	0	0	1.177274
4	48	3	1	-1	1.399473
4	49	2	0	0	1.133119
4	50	1	1	0	0.9208754
4	51	1	1	0	0.8220463
4	52	4	1	-1	0.8876781
4	53	1	1	0	1.276905
4	54	2	0	0	0.9326258
4	55	1	1	-1	1.210381
4	56	2	0	0	1.255194
4	57	4	0	0	0.9439804
4	58	1	1	0	1.377453
4	59	1	1	-1	1.632142
4	60	2	0	0	1.221589
4	61	4	0	-1	0.921862
4	62	4	1	0	1.566076
4	63	4	1	-1	0.9774809
4	64	3	0	0	0.9328411
4	65	3	0	-1	0.8773502
4	66	2	0	0	1.142854
4	67	1	1	0	1.17703
4	68	2	0	0	0.7447672
4	69	2	0	0	0.5997108
4	70	4	1	-1	1.34377
4	71	1	0	0	0.7773142
4	72	4	0	0	0.5998262
4	73	1	0	-1	0.7110123
4	74	4	0	-1	1.010627
4	75	2	0	0	0.7890191
4	76	1	1	0	0.9216443
4	77	3	0	-1	0.7771087
4	78	2	0	0	0.6662791
4	79	3	1	0	1.266062
4	80	3	1	0	1.088498
4	81	1	1	0	1.044107
4	82	4	1	0	1.177422
4	83	4	1	0	1.010613
4	84	2	0	-1	0.6556876
4	85	1	1	-1	0.9328132
4	86	3	0	0	0.766301
4	87	2	0	0	0.733125
4	88	1	0	-1	0.6883152
4	89	3	1	-1	1.377475
4	90	2	0	0	0.6106924
4	91	4	0	-1	0.7902431
4	92	2	0	-1	0.7663957
4	93	1	1	0	1.210732
4	94	2	0	0	0.7551969
4	95	1	1	0	0.9776546
4	96	1	1	0	0.9661183
4	97	4	0	0	1.210428
4	98	1	1	0	1.399166
4	99	3	0	0	1.02169
4	100	2	0	-1	0.7997504
4	101	2	0	0	0.9885206
4	102	4	0	-1	0.7218962
4	103	4	0	-1	0.8328344
4	104	1	1	0	1.066298
4	105	4	1	-1	0.7439724
4	106	2	0	0	0.8329723
4	107	1	1	-1	1.488307
4	108	3	0	-1	0.8217327
4	109	4	0	-1	0.9553565
4	110	3	1	-1	1.077998
4	111	1	0	-1	0.8662297
4	112	3	1	-1	1.654981
4	113	1	1	0	1.099529
4	114	3	1	-1	1.39949
4	115	4	0	0	0.8651674
4	116	3	0	-1	1.077039
4	117	3	0	-1	0.8551498
4	118	3	1	-1	1.199476
4	119	2	0	0	0.8553374
4	120	2	0	0	0.9108346
4	121	3	1	0	1.321765
4	122	4	0	0	0.9436699
4	123	3	1	0	1.332623
4	124	2	0	0	0.6109316
4	125	1	1	-1	1.032818
4	126	3	1	0	1.221616
4	127	3	1	0	1.032908
4	128	3	1	0	0.8772726
4	129	2	0	0	0.777854
4	130	4	0	0	0.7884426
4	131	1	1	0	0.8995215
4	132	2	0	0	0.6664988
4	133	1	1	0	0.8991877
4	134	3	1	-1	1.099623
4	135	2	0	0	0.7657911
4	136	3	1	-1	1.02162
4	137	1	1	0	1.588255
4	138	4	0	0	0.5995299
4	139	4	0	-1	0.62186
4	140	1	1	0	0.9441717
4	141	4	1	0	1.010816
4	142	1	1	-1	1.166069
4	143	4	1	-1	0.9220784
4	144	3	0	-1	1.83268
4	145	3	1	0	1.410383
4	146	1	1	0	1.543677
4	147	1	1	0	1.02193
4	148	4	1	-1	2.509874
4	149	2	0	0	0.6999522
4	150	2	0	-1	0.5887097
4	151	4	0	0	1.077557
4	152	4	0	0	0.6773828
4	153	1	1	0	2.221249
4	154	2	0	0	0.6442338
4	155	1	0	-1	0.788396
4	156	3	1	0	0.9662522
4	157	4	0	0	0.7551459
4	158	4	0	0	1.032727
4	159	1	1	-1	0.8883461
4	160	1	1	0	2.509895
4	161	2	0	-1	0.7553704
4	162	3	1	-1	2.510071
4	163	2	0	0	0.8442064
4	164	4	0	0	0.8550819
4	165	1	1	0	1.854966
4	166	3	1	0	1.599549
4	167	3	1	0	0.9881018
4	168	2	0	0	0.8662814
4	169	4	0	0	0.7440248
